번호,제목,작성자,날짜,조회수,추천수,댓글수,본문,이미지수,링크
105367,하이뮨 프로틴 다크초코는 왤케 비쌈?,ㅇㅇ,2026-04-02 09:01:36,267,0,3,다른맛에 비해 드럽게 비싼데 이거 맛있어서 잘나가는건가?,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105367&page=118
105366,이제 증량할 때가 온건가,ㅇㅇ,2026-04-02 08:57:57,183,0,2,"27일 74.5kg
28일 74.5
29일 74.6
30일 74.5
31일 74.5
4/1일 74.5
2일 74.2
일주일 동안 변화없다가 오늘 0.3빠짐",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105366&page=118
105365,햄부기온앤 온,바카디151,2026-04-02 08:56:04,191,0,12,"햄북스딱스 햄비기햄부거
- dc official App",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105365&page=118
105364,실비 관련 질문드려요,ㅇㅇ,2026-04-02 08:55:27,159,0,3,3세대 실비고 당뇨 진단 받은지는 1년 넘긴 했는데 그때부터 제 돈주고 ㅇㄱㅂ 맞아서 감량하고 당화혈도 당뇨 진단 받을때 10.0에서 5.대까지로 내려왔는데 이런 상황에서 두쫀쿠로 갈아타면 실비 지원 받을 수 있을까요?,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105364&page=118
105363,2.5 4주차인데 99.4kg엿던 몸무게가,ㅇㅇ,2026-04-02 08:48:25,346,0,5,"89.1kg 뺏다.
운동은 매일 유산소 30분씩 (사이클 제일높은 단계로 쉬지않고)
식단은 평소 먹단 양 1/2로 했음.
마운자로는 처음인데 진짜 킹운자로라 할만하다
식이조절이 진짜 어려운데 잘잡아주니까 너무 좋음",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105363&page=118
105362,치팅데이 성공,마갤러,2026-04-02 08:48:04,136,0,2,"금요일에 2.5 처음 맞았고 쭉 저탄수 식단으로 먹다가
어제 너무 배고파서 평소 먹는 식단에다가 오뚜기 쌀밥 큰공기 때려박고 ㅈㄴ걸어댕겼더니 1.6키로 빠져있네 ㅅㅅㅅ",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105362&page=118
105361,마운자로가 덜먹게해주는거면 꾹참고 덜먹는거랑 똑같음?,마갤러,2026-04-02 08:46:21,270,0,4,그냥 자기의지로 꾹참으면 약이랑 같은 효과나는거임ㅍ?,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105361&page=118
105360,주사맞고 피가 흥건히 뭍어있던데,ㅇㅇ,2026-04-02 08:45:17,243,0,2,뭐지 이런적이없는데 샌건가;;;,1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105360&page=118
105359,원래 쫀쿠 먹으몀 좋은감정 잘 못느끼냐ㅠ,마갤러,2026-04-02 08:44:17,164,0,3,"애정도 식고 짜증나구
인생 재미도 없고 사람도 귀찮았다가
쫀쿠 끊고 2주 되니까 감정 살아남
그러다 다시 쫀쿠 먹으면 다시 애정 식고 짜증나고 재미없고
되풀이ㅠㅜ
근데 오늘은 또 쫀쿠 먹은지 5일차되니까 조금 감정상태 나은것 같기도 하고..?
- dc official App",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105359&page=118
105357,100kg 돼지의 아침 식단,ㅇㅇ,2026-04-02 08:42:19,205,1,3,"삶은달걀(반숙) 3개 + 단백질 20g 음료
먹고 바로 걷기운동
허리디스크라 걷기 밖에 안됨 ㅠㅠ",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105357&page=118
105356,마운자로 4일차 전혀효과가없어..,마갤러,2026-04-02 08:40:51,199,0,5,"나는 174/98키로 돼지로
월요일 부터 2.5 시작했는데
식욕감퇴 이런게 전혀없어 ㅠㅠ
잘못맞았나 싶을정도로
4일차인데 군것질 그대로하고 몸에 뭔가 반응이온다?
입맛이없다 먹기 귀찮다 이런게 전혀없네..
쩝
2.5는 내 식욕을 이기지 못하나봐 ㅠ",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105356&page=118
105355,실탄도 들고 오던데 두쫀쿠는 왜 안돼 !!!,마갤러,2026-04-02 08:09:11,183,0,2,실탄도 들고 오던데 두쫀쿠는 왜 안돼 !!!,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105355&page=118
105354,"으아 아침 회사사람이랑 먹어서 억지로 김밥 한줄 먹었는데,",마갤러,2026-04-02 08:02:40,175,0,1,"으아 아침 회사사람이랑 먹어서 억지로 김밥 한줄 먹었는데, 속 너무 안좋드아 ㅠ_ㅠ",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105354&page=118
105353,오늘 식사 평가좀 부족한거  추천좀,마갤러,2026-04-02 07:53:18,138,1,5,"아침 :김밥천국 제육덮밥 식사
아메리카노 한잔
간식 더단백 프로틴 20g  바나나2개
저녁 : 현미밥 100g  참치살코기캔130g  아보카도오일 1숟가락 비벼먹음
닭가슴살 100g / 무가당요거트 / 토마토10알
워낙 십돼지라 일주일동안 3.6키로 빠졌는대
칼로리 계산해보니깐 1500정도 대는거같은대  2000까진 먹어야대지 않음?
야채도 없긴함",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105353&page=118
105352,여행가서 스시자로 2개사서 1개맞고 1개는 공항에서 버리고온다,ㅇㅇ,2026-04-02 07:49:43,808,0,5,과정 다말해줌  기달,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105352&page=118
105351,아몬드브리즈 커피 후기,별지,2026-04-02 07:45:35,450,4,2,"신상이라 사봤고 후기 올려달래서 올림
당연히 아몬드브리즈맛에서 크게 벗어나지 않음
첫맛은 커피 끝맛은 언스위트 느낌이랄까
물탄 라떼맛이라고 하면 비슷할거같다
맛이 없진않고 괜찮다. 약간의 단맛도 느껴진다
내가 누렁이 입맛이라 그럴수도ㅋㅋㅋ
아몬드브리즈 특성답게 먹으면 포만감이 느껴지는데
커피맛 좋아한다면 츄라이 해볼만 할거같고
커피를 원한다면 그냥 아메리카노 타먹어라ㅎㅎ",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105351&page=118
105350,근육이고 뭐고 걍 인슐린 저항성 잘 키우면 되는구나,마갤러,2026-04-02 07:40:39,938,5,2,"길면 1년 정도 혈당스파이크없는 삶을 살아서
인슐린저항성이 마른데 살 안찌는 사람처럼 좋으면
먹어도 혈당이 안 오르고 그게 지방으로 어지간하면
안가는게 핵심이구나
깡 마른사람이랑 돼지랑 같은 음식 먹어도
혈당 오르는 차이보니까 확실하네
역시 의사선생 말을 잘 들어야해",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105350&page=118
105349,많이 뚱뚱할수록 부작용 없음?,마갤러,2026-04-02 07:28:21,301,0,3,"130 140 150넘는 초고도비만 일수록 부작용 없음?
- dc official App",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105349&page=118
105348,2.5 6펜째,불행해,2026-04-02 07:18:46,151,0,2,"한 6키로 빠진거가틈
계산해브면 1주일당 1키로네
좀 더 노력하장
- dc official App",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105348&page=118
105346,아직도 일본 두쫀쿠 사오면 ㅈ됨?,ㅇㅇ,2026-04-02 06:53:26,651,0,5,ㅈ같네 조선 두쫀쿠 ㅈㄴ비싸 슬슬 부담되는데,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105346&page=118
105345,나 부작용 심한 편이야?,ㅇㅇ,2026-04-02 05:58:33,616,0,6,"마쫀쿠 5mg 2펜 3일차고 방금 먹은거 다 올라와서 깸;
5mg 1펜 2일차까지 울렁거림
3일차 우유+ 저당시리얼 아침에 먹고 하루종일 회사에서 물설사함;
4일차 새벽까지도 설사때문에 배 아파서 깸
5-6일 식욕 어느정도 다시올라옴 이땐 ㄱㅊ
5mg 2펜 2일차까지 또 울렁거림
3일차 오후 2시에 먹은 일반식 2/3먹고 하루종일 트름하다가
방금 새벽 5시에 오늘 먹은거 그대로 다 토해냄
세번정도 토했고 보니까 먹은거 소화 하나도 안되고 다 나왔더라고
그리고 피곤한것도 심해서 쉬는날에 계속 잠만 자는데
이정도면 부작용 심한 편이야? 3펜 꽂기가 무서워서 단약고민중",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105345&page=118
105344,나만의닥터 원래 약 재고 업데이트 안되나?,마갤러,2026-04-02 05:13:16,344,0,1,마운자로 10mg 전멸했네..,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105344&page=118
105342,마운자로 0.25 일주일차  당뇨인 175cm 110kg 후기,마갤러,2026-04-02 03:20:12,592,0,10,"일단 일주일 해본 결과
110.7kg  > 107.1kg   3.6kg 감량
물론 초반이라 수분 @ 근육 다빠진거암, 다이어트 이론만빠삭
1일차 먹고싶은거 다먹음 배고픔 여전
2일차 배고픈건 여전, 근데 참을수있는 의지력이 생김
5일차 반감기때 다른사람은 배고프다했는대 글쎄 나는 차이없음 여전히 배고픔 먹고싶은게 하나둘 생각남
7일차 똑같음
하지만. 큰 차이는 있음
110키로일때 눈뜨자마자 극도의 공복감 ,  손떨림 , 허기짐 , 이런증상이 엄청 마니사라짐 심리적인 요인인지
심지어 2일전엔  굽네 구운닭 양념찍어서 한마리다먹음
먹는걸 굶어가면서 뺼 자신도없고 그렇게 꼭 다이어트하다가 요요와서 다시 살찌고  68키로부터 110키로까지 몇년을걸쳐서 그런식으로 살쪄본결과
탈모 이런거 까지 당하기 시러서  기초대사량만큼은 채워먹을라고 노력중
요즘 한끼는 걍 김밥천국가서 김치찌개나 떡만두국에 반공기  칼로리 700~
닭가슴살이나 단백질프로틴
바나나1-2개      저녁밥 이런식으로 챙겨먹음
식사를 차리는게 너무 힘들어서 그냥 달라진건
간식임, 원래 예전같으면 밥먹고 귤이나 이런거먹고 과자먹고  그런식이었는대
요즘 일반식하면서 칼로리 계산해보니깐
그 과자한봉지 간식 몇개  이런것들이 큰 영향인거 같더라
단백질은 하루 80~100그람 챙겨먹을라고 노력중
칼로니는 1500~2000은 무조건 먹을라고 탈모때매
운동은 걷기 맨몸위주로하고  체중 90이하로 떨어질때 헬스장 갈예정
다음달 마운자로 증량예정, 이 배고픔이, 딱 나한테 경계선인거같음 다른사람은 식욕없어서 못먹는대 난, 지금도 배고픔
느낀점은 잠을 8시간이상자고 똥시원하게 싼날에는 체중이 500그람 1키로빠져있고   2일정도 횡보하다 쭉 빠져잇음",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105342&page=118
105341,32시간동안 굶었는데 버거킹 먹어도 댐?,마갤러,2026-04-02 03:01:47,228,0,5,????,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105341&page=118
105340,마운자로랑 디에타민이랑 같이 먹어도됨?,ㅇㅇ,2026-04-02 02:58:54,362,0,11,"5쫀쿠 맞고 있는데 투여하는 날 하루이틀전이 너무 고비라 저 날들만 먹어도 되나?
예전에 타둔거 남은거 있어서",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105340&page=118
105338,2.5로 3주 6kg뺌,ㅇㅇ,2026-04-02 02:47:22,359,0,3,5.0 갈필요있나,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105338&page=118
105337,단약하고 3키로 찐 상태 2달 지남,SuperHP,2026-04-02 01:55:25,445,0,11,"171/90에서
171/81까지 순수하게 힘으로 뺏고 3달 동안
마운자로 맞을 생각에 운동 안하고 ㅈㄴ 처먹다가 86까지 찌고 2달 만에
마운자로 2.5 1달 5 1달 맞고 79까지 빼고 2달 동안 총
끊고 2달째인데 82kg인데
근육량 늘고 체지방 낮아짐
그냥 건강하게 빼는 게 답인 거 같음
마운자로로 식욕 절제하는 법을 배운 거 같기도 하고
원래 술 안 먹고 야식 안 먹으니 좋은 경험이였다..
근데 진짜 식욕 절제 못하면 마운자로가 맞긴 하다
한 2년 동안 마운자로 맞으면 누구든 날씬해질듯
다이어트 완료 후 몸무게 1년 유지하면 자기 몸무게 된다고 하니",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105337&page=118
105336,마운자로 처방받고싶은데 질문점,마갤러,2026-04-02 01:46:47,244,0,4,"그냥 동네 내과에 가서 접수할때 마운자로 처방받고싶다고하면 됨?
용량같은건 의사가 처방해주는대로 받으면되는거임??
- dc official App",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105336&page=118
105333,4월 건보료 58만원 씨발 ㅋㅋㅋㅋㅋ,☉,2026-04-02 01:15:49,687,0,4,아 ㅋㅋㅋㅋㅋㄴ,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105333&page=118
105332,5mg 하는데 변비도 없고 부작용도 없고,마갤러,2026-04-02 01:03:31,286,0,4,식욕을 잡아줘서 다이어트가 잘 된다?,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105332&page=118
105331,스시ㅈㄴ사나보네ㅋㅋ,ㅇㅇ,2026-04-02 01:02:03,915,0,3,네일동 난리났노,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105331&page=118
105330,마운자로 맞고나서 지름 충동 줄어든사람있음?,10돼지등린이,2026-04-02 00:50:57,348,0,7,평소였으면 걍 바로 카드긁었을법한것들 마운자로 맞고부터는 그냥 패스하게되는느낌,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105330&page=118
105329,오랜만에 외식해서 국밥 먹었는데,마갤러,2026-04-02 00:47:56,197,0,4,"3공기는 기본으로 쳐먹던 내가 반공기만 먹고도 배가 부르네 ㅋㅋㅋㅋ
마쫀쿠는 신이야…",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105329&page=118
105327,15mg 퀵펜 하나 버리게 생겼네,ㅇㅇ,2026-04-02 00:41:29,806,0,8,"작년 8월 시작 172 90kg
작년 12월 172 77kg
초기엔 수영 위주로 운동했음
이후 3개월간 바빠서 운동거의 못함
마운자로 5mg-7.5mg 오가면서 맞았는데
운동 안했음에도 77kg이 유지는 됐음
근데 문제가 운동안하고 단백질 섭취 줄어드니까 제지방이 급속도로 빠짐
시작할때 34kg이던 골격근량이 31kg까지 빠졌음
근육량 채워넣으려면 식단을 다시 채워넣어야되는데 마운자로 맞으면서는 불가능이라 지금 약 끊은지 2주 정도 됐음.
체중은 75kg 근육량은 32kg까지 복구.
근데 퀵펜은 새로 뜯은거 몇번 맞지도 않았는데 처치 곤란이 되버렸구만",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105327&page=118
105326,4월도 힘내자 돼지들아,ㅇㅇ,2026-04-02 00:39:37,123,3,2,내 4월 목표는 -4kg,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105326&page=118
105325,실온닭가슴살 저당 참소스직어서 쌈싸먹으니 괜찮다.,10돼지등린이,2026-04-02 00:22:59,304,0,11,"동네에 저당쌈장이 없어서 순두부장할때 자주쓰는 저당 참소스 찍어서 상추 쌈싸먹으니 맛있네
실온닭가슴살이 아무래도 레또르뜨 같이 만들어지는 개념이라 그런지 약간 캔장조림 또는 약간 질긴 레또르뜨 카레안에 들어가는 소고기질감이라
기름진 바로 구운 소고기, 삼겹살에 비할바 못하지만 비계없이 살코기만있는 맛없는 수육정도는 되는느낌",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105325&page=118
105324,곧 일본가는데 거기서 맞을거는 사도되지?,ㅇㅇ,2026-04-02 00:22:34,595,0,3,2개사서 1개는 맞고 1개는 공항 가져오다 버리면되누 ㅋㅋ,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105324&page=118
105322,짱깨자로 ㅈㄴ싸네,마갤러,2026-04-02 00:13:24,937,0,6,"나 홍콩 살아서 옆에 잠깐 넘어가서 사오려고 찾아보는 중인데
작년에 인도자로 막차 탔었는데 인도자로도 싸다고 산건데 인도자로 보다 싼 거 같네",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105322&page=118
105321,냉동새우 에프 돌려먹는거 ㄱㅊ음?,ㅇㅇ,2026-04-02 00:11:04,221,0,8,"먼가 닭가슴살이 안질리기 위해 대체할 단백질 수급원을 찾아야하는데
소고기는 비싸서 가끔
냉동새우는 사놓고 어떻게 해야할지 모르갰네",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105321&page=118
105320,몸무게는 별로 안줄었는데 바지가 좀 커짐,마갤러,2026-04-02 00:08:46,260,0,4,"첫달인데 몸무게는 4키로밖에 안줄었는데
바지가 좀 헐렁해진 느낌이라 좋음 ㅋㅋ
뭔가 좀 헐렁헐렁한 바지와 다리사이의 공간이 느껴짐
- dc official App",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105320&page=118
105318,마운자로 이번주 화요일날 처음 맞았는데 질문 좀 ㅠ,마갤러,2026-04-01 23:58:45,255,0,7,"어제 출근 전에 처음 맞고
식단 시작했는데
오늘 아침에 샐러드 140칼로리 하나 점심 거르고 물만 먹다가 저녁 7시쯤 시리얼 조금이랑  우유랑 같이 먹었습니다
근데 막 ㅈㄴ 배고프진 않은데
배고프긴 한데
이게 아직 효과가 안 나타난걸까요 아님 제가 ㅈ도 안 먹어서 그런걸까요
스펙은 170-90 입니다
주사를 잘못 놨나",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105318&page=119
105317,오늘의 식단,동면중,2026-04-01 23:51:19,223,0,4,브로콜리 깜빡 ㅠㅠ,1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105317&page=119
105316,2.5 2주차 4일짼데,마갤러,2026-04-01 23:43:37,206,0,3,"식욕 십 올라옴 하 힘들다
- dc official App",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105316&page=119
105314,다이어트 시작한건 354일됫다,닭가슴,2026-04-01 23:34:40,165,0,7,"d데이에 저장해놧음 365일되는날 기념으로
파파존스먹어야징",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105314&page=119
105313,오늘부터 만쫀쿠 단약 3개월차 입갤,닭가슴,2026-04-01 23:32:21,274,0,6,캬캬,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105313&page=119
105312,속이 답답해서 자꾸 트름이 나온다,마갤러,2026-04-01 23:31:07,186,0,2,꺽 꺽,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105312&page=119
105311,마운자로 너무 비쌈 ㅠ,마갤러,2026-04-01 23:26:12,352,0,3,너무 비싸서 엄두가 안 나요 ㅠ,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105311&page=119
105310,2.5 맞을땐 문제없었는데 5.0 올리고 목 부음…,마갤러,2026-04-01 23:25:55,209,0,1,이거 나만 이런가,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105310&page=119
105309,오늘 먹은거,닭가슴,2026-04-01 23:25:19,212,0,6,"오늘운동한거
퉁쳐줭",2,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105309&page=119
105308,변비<-- 이거 하나 때문에 그만하고싶음,ㅇㅇ,2026-04-01 23:23:02,418,1,5,"효과는 솔직히 봤다 거의 5kg날아갔고
처음이는 물설사를 대포처럼쏘다가 갑자기 변비 시발...
거의 한달넘게 고생중이고
나올랑 말랑 단계에서 안나옴 진짜 미쳐버림
힘을 줜나 줘도 대가리핏줄만 끊길거같고 나오고싶어서 걸쳐있는데 안나오니깐 똥꼬 존나아픔
똥마려운 변의는 계속읶어서 이게 진짜 지옥임
갓비움먹고 찔끔 용변보긴하는데 해소도안댐
끊으면 나아질까싶어서 진짜 그만하고 쾌변좀하고싶다",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105308&page=119
105306,내 예전 식습관,ㅇㅇ,2026-04-01 23:19:49,73,0,0,"아침 거르고 점심 김밥이나 서브웨이
안먹을때도있고
저녁때 배달시켜먹음
쌀,빵,떡,면 싫어해서 거의 안먹었음
고기류나 치킨위주",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105306&page=119
105305,40일동안 체지방6.5키로빠짐,96,2026-04-01 23:18:06,406,2,5,"2.5 두달 11키로빠졋는데
인바디를 다이어트시작하고 20일뒤에재서
40일동안 6.8키로
근육은 0.2키로빠지고
수분 0.1빠짐
마운자로 개쩌는듯
운동은 걷는거말곤 안했고(그냥1시간산책수준)
단백질은 잘챙겨먹음 탄수는 많이줄이긴했는데
하루한번은 꼭챙겨먹음ㅇㅇ
근육1키로미만으로만 빠졌으면 좋겠다 싶었는데
0.2뜨니까 기분존나좋아짐
원래도 요요경험많고 여자치곤 근육량나쁘지않은편
식단은 도가터서 잘하는데 확실히 마운자로맞으니까
먹고싶은거 참기 수월해서 편함
참고로 난 키170 여자고 107에서 시작해서 지금96임
인바디점수는 74점나오더라",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105305&page=119
105304,운동력 병신이었던 본인 7개월차 짧막한 후기 남겨봄,마갤러,2026-04-01 23:16:42,294,1,3,"작년 9월 16일 178cm 110kg, 골격근41.6kg 체지방36.1kg 스타트
당시 운동 수행능력 간단하게만 적어보자면
유산소 :러닝머신 5km로 10분 넘어가면 종아리 저려와서 4km로 내려서 걷는정도. 시속 6으로 올리면 심박수 140까지도 올라감
하체 : 맨몸스쿼트 15회x3세트 까지는 할만하다 싶어서 바벨에 원판 안 끼우고 스쿼트 하면 다음날 무릎 터지려고 함
상체 : 벤치프레스 기준 20kg짜리 빈 봉으로 12회x3세트 하면 팔 후들후들 거려서 운전하다가 핸들 헛돌려서 졷될뻔해봄
대충 저런 상태였고 이왕 비싼거 맞는김에 식단+운동 병행해서 난 이 주사의 뽕을 뽑아먹겠다. 라고 다짐한 뒤 운동을 아주 약하게라도 주5일 이상은 무조건 일단 하자. 라고 생각하고 실제로 실천했음. 식단은 잘 몰라서 그냥 gpt가 짜주는대로 처먹음. 주사 맞으니까 그게 가능하더라.
그리고 현재는 81.5kg / 38.9kg / 11.6kg 까지 내려왔는데 내가 생각해도 운동 수행능력이 7개월 전보다 월등히 좋아짐.
(현재는 주 6일운동, 하루는 아무것도 안하고 무조건 휴식)
유산소 : 러닝머신 시속 9km, 하체하는날은 8.5km로 30분달리기 주 6일
하체 : 핵스쿼트 60kg 10x4세트, 레그프레스 140kg 15x4세트 후 레그컬, 힙어덕션 등 그날 꼴리는거 섞어서 함
상체 : 얼마전에 맨몸 턱걸이 처음으로 성공함
1줄 요약 : 그냥 헬스장에서 남 눈치 보지말고 아주 가볍고 짧게라도 자주가서 뭐든 하니까 조금씩 늘긴 는다.",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105304&page=119
105303,좌식사이클 심박 원래 안오름???,inspect2631,2026-04-01 23:14:40,278,0,14,"오늘 늦게와서 헬스장 못가고
집에서 하는데
허벅지 힘들고 무릎 부하도 꽤 되는데
심박 90이 안넘네
천계는 1분만해도 130뚫는데",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105303&page=119
105302,260401 오운완,마운자로헬린,2026-04-01 23:11:46,75,0,0,"루틴 1
수요일, 4월 01, 2026
인클라인 트레드밀 30분
프리처 컬 (뉴텍-온힘)
""패드7, 캠4""
세트 1: 30 kg x 25
세트 2: 30 kg x 15
트라이셉스 프레스 (뉴텍-온힘)
세트 1: 35 kg x 20
세트 2: 40 kg x 18
루틴 3
수요일, 4월 01, 2026
스트레칭
세트 1: 5min 0s
시티드 로우 (뉴텍-엠토쳐)
세트 1: 40 kg x 12 [워밍업]
세트 2: 60 kg x 14
세트 3: 60 kg x 10
세트 4: 60 kg x 9
체스트 & 디클라인 콤보 (뉴텍-엠토쳐)
세트 1: 20 kg x 12 [워밍업]
세트 2: 60 kg x 12
세트 3: 60 kg x 10
세트 4: 60 kg x 7
숄더 프레스 (아스날 스트렝스)
""3""
세트 1: 0 kg x 14
리버스 펙덱 플라이 (뉴텍-온힘)
세트 1: 15 kg x 15
스탠딩 레터럴 레이즈 (뉴텍-온힘)
세트 1: 10 kg x 12
45도 레그 프레스 (아스날 스트렝스)
세트 1: 60 kg x 12 [워밍업]
세트 2: 120 kg x 14
세트 3: 120 kg x 16
카프 프레스 (아스날 스트렝스)
세트 1: 120 kg x 26
링크 아우터 싸이 (렉스코-마스터 프로)
세트 1: 20 kg x 20
세트 2: 20 kg x 20
라잉 레그 컬 (뉴텍-온힘)
세트 1: 35 kg x 11
세트 2: 30 kg x 12
백 익스텐션 (하이퍼익스텐션)
세트 1: 15 회
디클라인 크런치
세트 1: 15 회
인클라인 트레드밀
세트 1: 2.3 km - 30min 0s
폰 넷플릭스를 러닝머신으로 미러링하니까 유산소가 엄청 즐거워졌다",5,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105302&page=119
105301,탄수화물 180이상먹기로 햇습니다,마갤러,2026-04-01 23:06:22,191,0,1,물 3l먹어도 체수분이없고 근육도 떨어지진않지만 올라가지지도 않음,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105301&page=119
105300,실손보험 서류,마갤러,2026-04-01 23:03:43,179,0,2,"실손보험 청구 서류 문의드립니다.
병원에서 진찰 후 처방전을 받아 약국에서 구매하였는데요.
약국에서 구매한 경우에는 서류를 어떻게 준비해야하나요?
약제비 영수증은 어떻게 발급받을 수 있나요?",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105300&page=119
105299,오늘이 마운절이래..,ㅇㅇ,2026-04-01 23:02:23,98,0,0,4월1일 마운자로의 날이래..,0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105299&page=119
105298,마운자로 5일차 후기,마린이,2026-04-01 23:00:21,383,0,1,".
오늘도 식욕이 돌지는 않았다.
적당히 클린하게 먹었고 적게 먹었다.
계산상으로 탄단지가 매우 부족해서 걱정이다.
피자는 와이프가 부산가서 직접 사 온 거라
꼭 먹었어야했다. (불가항력)
약효가 잘 도는 건지 아직 5일차 밖에 안 돼서
나의 의지력이 남아있는 건지 모르겠지만
다이어트는 생각보다 순조롭게 진행되고 있는 것 같다.
오늘도 특별한 부작용은 느껴지지 않는다.",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105298&page=119
105297,이거많이쳐먹는거야?,퐁펑,2026-04-01 22:59:28,223,0,2,"AI 이미지가 생성되었습니다.
새로고침(F5) 해 주세요.
프롬프트
no_humans, food, food_focus, plate, still_life, realistic, vegetable, cup, table, bowl
네거티브
프롬프트
샘플링
DPM++ 2M
양상추에다가 계란2~3개 두부 조금 간장드레싱만들어서
저렇게 하루두끼먹는데 고구마추가하거나 찌개같은거있으면 밥 조금에다가 먹거나
많이먹는거야?",1,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105297&page=119
105296,"단약 하려고 함,,, 용기가 안난다 근데",마갤러,2026-04-01 22:59:20,225,0,2,"요요올까봐,,,,
근데 이제 돈이 없다",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105296&page=119
105295,기존에도 호르몬제는 많앗는데 마운자로는머가다른걸까,끝을잡고,2026-04-01 22:57:32,143,0,0,"이소플라본 호르몬제처럼
추앙받다가 십년쯤후부터 암유발 부작용밟혀지는
이런코스타려나
- dc official App",2,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105295&page=119
105294,입맛이 ㅈㄴ 살아있는데 이거 효과있는거 맞음?,마갤러,2026-04-01 22:54:06,277,1,7,"처음엔 메스껍고 어지러워서 먹을생각 안났는데
3일 지나고 부작용 사라지니깐 바로 입맛부터 돌고
배달 존나 시키고 싶은데 이거 효과 있는거 맞음?",0,https://gall.dcinside.com/mgallery/board/view/?id=mounjaro&no=105294&page=119
